,labels
33866,15
38412,29
98280,13
1493,13
61025,30
6332,16
46319,13
75527,15
76611,18
90055,13
74893,15
90440,15
24158,15
46131,15
58996,15
4071,30
81201,15
67320,13
32497,18
69795,13
43761,18
87435,15
88666,18
24686,16
32525,13
96478,30
55924,30
97040,15
59814,15
89267,18
41915,18
71376,13
26698,13
70732,13
5716,13
5802,16
40735,39
18896,16
45176,15
80209,18
49423,13
63496,13
20022,13
31858,18
53455,18
19061,30
26436,18
45821,15
55887,30
29764,15
97701,18
37982,21
62214,18
26181,15
19333,15
23053,15
34518,16
33569,15
21567,15
49947,29
46135,30
23458,16
50229,39
83440,15
66951,13
84848,30
16772,15
54631,30
94037,23
45373,15
87134,39
82740,15
92919,15
25585,15
4536,38
88763,13
83448,15
17596,15
9244,15
48037,39
58128,13
12865,16
52553,15
88414,18
46979,18
64777,15
16852,18
44702,30
18920,16
64863,39
38511,15
77532,18
92363,13
91157,16
38557,12
35161,30
60037,13
20310,15
73703,30
73014,15
48367,30
99907,16
72516,13
40604,16
60565,13
31061,13
25620,16
48830,16
95101,15
59380,6
18578,8
37430,13
72448,18
65779,15
15988,13
1869,15
73788,15
23717,13
98266,15
91909,39
63946,13
57979,16
37733,16
25165,12
74474,30
95720,15
45065,39
62061,13
78000,15
64576,12
75957,15
14501,15
55957,16
41520,18
69531,15
80841,15
73481,13
79395,15
31862,15
77128,13
13584,16
66600,13
63520,13
48481,16
80722,15
5706,30
78674,13
7086,18
78312,15
82313,15
5353,16
5144,15
34170,15
75218,15
80601,18
40111,18
28885,33
7136,13
82342,15
23109,15
58518,15
9424,30
76261,18
61101,29
46052,30
78511,0
80979,15
69613,13
57793,30
33461,30
73700,13
46433,16
47902,0
83614,15
25407,6
70021,15
24462,30
68400,39
96186,15
86130,13
6779,18
78022,18
63678,15
58087,15
56635,15
10352,15
18804,15
70940,13
69855,12
75437,15
51730,13
15048,13
29142,30
25011,15
74039,18
70469,30
68451,39
8251,30
6405,15
92872,13
51075,15
99691,13
45778,13
85555,18
43062,15
61370,18
88708,10
80183,15
20805,30
9555,15
64562,18
69511,13
98790,13
49186,15
22495,13
31902,18
91347,15
56059,15
51950,18
36734,16
99490,15
15615,30
62360,15
15408,16
52250,39
89195,15
54042,13
51372,15
11070,16
44085,0
25312,16
67614,30
35014,18
71292,18
61921,13
28060,15
46138,37
53689,30
72229,13
16183,13
59901,18
52095,13
95676,30
9777,15
67788,33
9583,39
545,13
65745,18
96294,15
91733,13
50920,18
61794,8
18166,13
51903,30
57980,15
41386,15
59027,18
36881,30
82669,15
82150,15
16509,13
79451,16
42417,15
46985,18
57185,15
16152,15
43934,13
70631,13
22092,18
73966,13
2885,18
30714,18
72282,13
99242,13
70364,13
5522,16
678,30
31651,18
39684,18
36992,13
55389,16
25880,15
51781,15
15727,15
99192,15
26176,18
19609,29
44730,15
6908,30
87119,16
42507,30
8405,15
80911,15
17022,16
24053,16
48086,0
40856,18
20432,13
64007,0
17542,30
96304,18
24951,15
88154,15
35280,15
53709,13
75450,18
61024,30
4411,13
16350,18
55668,15
56003,15
23050,13
62109,16
75019,15
91470,13
5920,39
68852,30
7079,15
28176,15
81251,13
27595,18
96228,15
22121,30
32220,30
81107,30
23217,18
77031,18
86559,13
49046,18
90913,15
10048,15
47482,18
34357,16
76489,18
82218,18
3596,13
64531,0
63817,13
43839,13
7592,15
46360,15
20730,15
43263,13
25235,15
79768,21
44506,16
78182,15
85039,18
57976,30
694,15
89985,16
12823,15
84747,0
68902,13
12685,15
77946,16
94466,16
9362,0
8831,0
49127,13
63638,15
76006,13
7736,39
49037,16
12289,21
64551,13
33053,15
33141,15
30476,18
74858,18
12982,18
29189,15
29600,21
19087,15
80881,12
85286,12
43379,16
19676,13
94467,16
84612,15
99599,13
50990,18
65491,39
29113,15
92364,6
87380,15
22750,15
73812,15
96052,13
85514,15
51166,16
94859,13
93574,15
643,15
81369,16
14585,16
61191,13
68546,13
29249,18
10451,13
25774,16
72738,13
74700,13
19071,0
81711,18
98536,30
11441,13
27955,18
44764,13
63820,39
18878,15
93532,15
83651,15
64163,13
60256,13
15085,30
74177,23
36505,39
69490,30
65284,15
41054,18
32532,15
2085,15
65136,15
36100,13
92776,18
10110,15
96260,15
27788,18
22284,18
41960,13
75195,15
88181,15
62284,13
1393,13
73088,39
76075,13
65462,39
69790,15
77108,18
34167,15
15298,15
55008,15
49426,18
79997,16
99710,30
59251,12
52067,13
39492,15
64356,13
2247,15
4003,15
88478,13
43314,30
57571,13
81446,16
55096,15
79489,0
41185,30
74675,21
50859,13
84010,30
99107,15
89394,13
44968,30
8643,18
89510,13
35293,18
7143,15
36874,15
9298,15
8534,6
2723,18
29956,30
33565,30
10720,15
14268,15
2412,18
36227,39
32577,29
5670,13
29311,16
32048,15
69868,13
77422,15
7363,39
10394,15
35413,30
15167,15
54999,15
94892,13
19123,21
1930,18
52397,18
36151,15
5233,15
54489,15
45439,16
27541,0
14508,15
69439,13
84015,15
84688,15
24356,15
50606,39
30643,16
49383,18
45379,15
89788,15
32423,15
99153,16
30974,30
69878,30
95606,15
82730,29
86870,13
90633,15
77981,16
11362,39
24388,30
51856,15
98398,13
82935,15
91249,15
68529,12
41785,18
73221,30
20210,13
56625,30
37414,15
10303,15
27467,8
29383,18
95928,16
87727,15
61263,15
74888,16
97205,15
25463,16
51741,15
49313,15
64638,13
63562,15
43191,13
61738,13
83659,15
38605,0
42197,13
26952,29
77570,18
74649,15
30284,15
98609,13
33063,16
96432,16
36141,15
66321,13
19321,15
10683,15
30875,18
84103,15
99297,13
38797,15
64554,8
17857,18
30053,13
19933,15
97639,39
38933,18
59287,15
819,15
55567,30
97864,15
56160,15
51012,15
43378,15
15938,16
22829,18
35573,18
27121,16
25653,38
34543,18
7559,15
55244,16
79380,30
78041,29
89988,15
33287,13
45706,15
45034,15
4260,39
23995,18
42753,0
40377,29
46992,12
25118,13
15479,15
95493,18
77883,15
96251,15
22256,13
97025,13
26966,39
58658,13
88150,18
51570,39
75516,15
7456,13
1938,15
43906,30
68080,15
33297,39
38930,18
4371,21
33175,15
38324,6
97609,15
72136,30
94658,13
15811,15
91493,15
88396,15
63279,5
88702,13
93781,13
15249,15
62168,15
60141,15
9567,15
25582,30
9513,13
68493,13
84966,15
4767,16
69004,15
96711,13
5088,15
13479,15
85436,13
89570,15
47098,16
59377,15
12513,18
70154,15
21144,6
37329,15
9776,15
18612,21
50505,13
33617,15
14987,15
12922,13
27044,15
80633,15
18829,15
60673,39
92257,13
48219,13
48611,38
71568,18
80829,15
33546,15
64536,30
39219,15
47594,18
90880,15
54677,30
98491,39
17970,30
12056,15
13725,15
92718,16
70410,13
14239,15
21071,15
40650,13
6373,15
18886,37
96077,30
11091,15
65990,13
23795,16
89432,13
7359,39
26439,0
56896,13
85980,0
3615,15
47463,18
26108,13
50357,30
48298,18
45587,13
21984,18
56021,15
58204,13
68983,18
27567,15
47957,39
9865,15
58079,15
96669,16
43556,16
87344,15
29544,15
23023,15
23511,15
65737,5
81428,18
35033,13
55968,16
69638,15
19943,15
60163,16
70318,13
98660,37
94708,18
92610,15
65717,30
13540,39
10005,18
62054,13
61303,18
28126,15
4650,30
3264,18
54222,30
61256,39
28968,13
1644,15
3458,15
28174,15
44088,30
16283,13
22262,15
45432,30
90766,13
35933,15
81153,15
49507,15
99538,15
11009,15
20748,18
78728,15
13318,30
33512,30
35784,15
22570,16
30520,15
41354,15
28152,39
55531,15
6862,39
80238,13
39558,13
90594,15
63988,15
18872,30
35242,30
60927,15
48087,15
45487,16
1925,0
21952,15
79042,13
27390,39
80320,15
28609,30
91683,15
88335,15
3063,39
6638,18
53175,39
45712,15
18549,15
5409,39
795,16
20679,15
61199,13
86210,15
15521,15
91287,15
46443,15
67958,39
78732,15
9515,15
76894,13
66050,13
38307,13
20128,15
65838,15
56075,8
84742,15
45122,30
82004,13
13134,15
13605,12
41995,16
72184,18
56869,13
80400,18
81266,18
53602,18
3989,15
74020,13
12083,16
79682,15
22629,15
21663,13
69213,13
55062,13
39497,30
32977,18
67338,30
88759,13
93146,15
22935,39
70547,15
60181,13
5789,16
81746,30
98145,18
79541,16
38236,15
69398,13
92484,15
60274,30
91431,15
34561,18
23289,15
65186,15
19306,13
49915,13
49588,15
62750,15
55434,15
84998,13
68656,30
39869,15
33456,15
8576,13
2142,30
34829,30
78077,11
41723,15
18375,15
88216,39
4955,16
30147,13
11087,15
33328,18
80917,0
62644,15
64956,15
41381,15
5320,30
341,15
80955,13
76369,18
31329,18
80344,30
72784,13
76757,15
35182,16
36677,13
74603,18
58743,18
86295,15
2409,15
72070,30
49271,30
19397,15
35614,15
9899,18
36397,15
54816,15
9568,15
46284,39
79018,15
51260,18
33327,39
80269,18
61383,15
86358,15
60140,23
18778,13
5371,16
47266,13
85959,15
2287,15
4572,18
17809,13
20131,16
84875,15
99245,15
2090,30
54740,15
10252,15
34347,37
67174,13
6993,30
15939,15
82189,18
18251,16
42117,16
77194,15
53950,13
22189,16
8945,30
94183,18
22435,18
85230,15
44593,18
25819,23
51821,16
18266,15
62253,13
24656,37
2869,18
60036,6
97345,13
45267,30
31620,15
6065,13
1174,13
54406,39
82539,15
8877,30
88375,18
32535,37
16827,15
58715,13
40365,15
33810,15
68023,13
62975,39
27058,16
58185,39
18855,15
68868,15
60080,15
8380,30
86402,15
63096,13
49763,10
94365,13
7716,16
94079,16
87495,15
57148,15
80724,13
49165,30
15024,13
73415,13
85952,13
39001,15
84881,18
37788,30
23564,18
21859,39
49494,18
31233,21
22699,16
11559,30
49618,15
14385,15
98826,18
44397,39
63797,15
64255,13
50716,15
95565,18
77768,15
47035,30
65954,29
53321,15
59505,18
36011,13
52627,29
26475,39
28994,18
7701,15
13774,30
25138,16
43946,18
40313,15
36383,0
61637,13
74379,13
55559,18
85540,18
8725,30
86548,15
47881,0
72346,18
25206,18
43073,13
84130,15
61663,15
63872,13
91097,30
54571,18
48464,18
55270,12
70986,15
64857,15
38590,39
4093,18
75047,13
28590,16
21548,30
54202,30
69296,13
63088,13
82497,16
31932,13
57496,13
70673,30
27059,30
8332,6
26050,30
93663,15
92538,18
61968,13
94272,13
21056,15
11803,18
35634,18
86380,15
80984,21
64026,18
56232,16
48476,16
69641,18
37685,15
46770,18
53439,39
55359,13
4770,30
6565,37
5779,13
55739,18
99461,15
19659,13
76664,13
15804,13
79237,15
62927,18
72015,0
73427,39
53676,29
68285,30
92332,18
46724,39
54821,30
30334,30
40798,18
2574,15
17479,18
61908,15
85809,30
84797,33
37186,13
87198,13
23247,15
60728,18
78368,15
93865,8
45195,13
68392,30
45063,13
67427,18
6263,30
51965,16
55342,15
6682,30
19240,36
69721,36
92304,30
68267,15
17978,15
62127,18
5939,15
99357,13
72565,13
46130,15
67361,13
96270,15
18265,15
22396,15
89094,15
78897,15
95556,16
67733,33
77866,15
85892,13
21023,15
90201,15
86572,15
33990,15
4127,13
99915,15
98302,15
72949,13
23671,16
86458,15
48213,13
95557,16
77696,18
42427,30
27675,15
3282,39
93118,15
79246,30
40586,15
86059,30
21075,15
98464,18
87708,18
90610,15
54442,16
95445,15
3031,15
49751,15
77677,16
64417,39
98446,13
58727,30
1031,15
47277,18
2474,15
81414,15
26539,15
20575,16
89566,15
2108,16
69700,30
53509,13
68609,30
62441,15
5793,15
85463,15
52372,13
33401,18
64008,15
74430,13
80727,18
6192,13
47874,18
85053,15
75272,15
88127,15
76136,15
80312,15
53596,13
50592,39
81276,15
72417,18
11363,15
59346,39
41209,15
25154,0
90559,15
154,18
97249,13
86175,15
24819,30
13297,15
72852,13
65458,15
98085,39
82479,30
3573,15
69628,13
80242,15
53541,15
1153,12
20833,30
7411,39
87174,18
14797,16
9854,16
69727,15
29392,37
95680,18
45399,18
22068,13
64431,16
75628,21
70931,13
45561,13
77488,15
19427,30
53461,18
73786,13
84253,16
96350,15
27295,12
53220,13
73908,13
29611,15
38285,16
420,15
87890,30
32689,16
22117,30
70381,13
27160,15
79050,16
66208,13
22017,16
72529,39
13569,37
47933,30
49439,39
22006,30
62227,18
85629,15
1404,15
67707,15
89370,13
54926,13
34498,9
67107,15
63169,18
14591,15
8126,15
19794,30
40441,15
27212,16
83584,15
47984,6
88332,18
3856,15
88083,15
725,16
51826,15
55362,13
4100,21
53721,15
63494,18
72861,13
31611,13
27753,39
94700,39
95488,13
56653,16
27087,15
38493,18
63874,13
71299,39
95612,15
69352,13
85854,18
67549,39
56032,18
42538,13
97644,12
92112,13
8603,15
56463,16
26031,15
50023,15
44969,16
65456,16
1260,12
78916,23
11454,13
99428,13
53348,13
10834,38
2739,15
5244,16
64631,13
6367,10
97750,13
3885,15
16497,15
310,16
43391,13
72681,13
30597,15
23187,13
79713,15
29745,13
48626,30
50163,18
92963,13
17126,15
45,30
13968,15
29195,15
42107,16
29250,18
99734,15
25956,13
27304,15
53983,13
97833,15
92793,30
5015,16
87326,15
65419,38
4019,15
50705,13
52812,15
4045,16
41917,15
71043,30
23184,15
14364,15
46648,37
98762,13
81552,15
57155,15
17216,15
54290,13
61406,15
42831,18
45483,15
88882,15
88302,13
30478,37
57288,30
38432,0
75055,13
54899,16
94143,16
98318,15
1808,15
225,30
78059,13
42114,18
96240,15
9147,18
49747,16
77994,30
93437,15
53572,13
97984,16
78447,15
8051,13
80745,16
22539,16
48397,15
65673,13
4949,18
67408,15
1145,13
58120,15
68578,13
22466,13
52800,0
11513,30
53569,13
11089,30
4775,15
42640,30
21102,15
21963,30
65300,15
17461,18
64744,16
448,13
54511,30
8475,13
73249,13
95365,12
77151,13
637,13
55040,15
76233,13
89002,8
33822,13
53836,18
58677,15
17054,16
43716,18
6126,15
17318,16
3929,15
90465,13
24587,30
72075,18
80490,13
4098,15
46817,13
3243,16
3675,15
61152,30
42865,15
39508,30
71049,18
78993,15
4567,18
87710,18
45138,13
44441,15
43654,15
66403,13
39387,13
94957,16
80100,15
57506,30
1113,16
1013,16
36678,16
66453,15
8707,15
65143,0
48635,8
41076,15
57981,13
26544,18
66907,18
56157,15
66682,13
79502,33
78647,15
66918,0
62511,13
92807,15
74171,39
37676,15
99040,15
285,10
90896,15
43870,30
64802,15
51018,15
63329,13
30066,30
35943,16
33561,15
90574,18
89667,13
42464,15
91075,15
72427,13
12842,18
21835,15
66118,18
54716,0
34291,18
65390,15
58950,18
23313,30
31342,15
94891,15
82357,15
2592,13
48962,13
27584,13
32568,10
38120,15
97811,15
56737,13
36623,15
14480,15
61105,30
4460,18
56688,15
48682,15
87641,15
25324,30
53268,30
13668,18
92537,13
28480,15
83033,37
61145,13
45409,30
17991,30
67492,13
86198,15
33077,13
24990,13
61123,15
4181,15
86867,15
35148,30
58534,15
27981,18
2357,15
95891,5
34805,13
61373,13
85062,13
96638,15
91123,18
72338,30
98341,15
15717,15
65612,18
21705,13
76255,15
25691,15
41221,30
62633,16
49926,15
20713,15
22527,15
240,15
78157,15
20922,15
50124,21
12540,16
69067,15
33062,38
11758,13
46040,16
8850,13
58750,38
19131,15
45628,15
6805,38
66072,13
13261,18
34188,15
15904,15
57091,18
48248,15
3575,13
39156,18
22250,15
79675,18
89994,13
2631,15
22414,30
13201,30
68358,15
51777,18
7871,15
33869,18
87391,16
24263,15
13193,30
52190,13
60689,30
28908,39
54236,18
60732,13
66553,30
7621,30
933,32
35386,30
36853,15
19504,15
66402,13
99095,16
82540,15
71523,15
39372,13
52936,30
23387,15
63116,13
96574,15
46751,18
23343,15
26247,37
10468,13
31441,18
12874,15
54775,15
11151,15
12035,15
10808,0
85313,0
91732,18
82731,39
71010,18
49406,13
43525,13
79320,18
50747,15
23631,16
37077,15
45901,13
90652,18
7531,13
33981,15
42675,13
41090,15
16972,13
46895,13
36030,13
23084,13
63846,18
58994,13
95108,18
61227,16
49364,15
6605,13
87761,15
21121,18
75802,15
9290,13
61716,13
37127,15
78797,15
80378,15
8492,13
38789,13
39901,15
26333,13
252,15
95933,12
57070,13
92529,15
34944,30
19571,13
10241,13
43598,15
6552,18
60118,18
74932,13
58814,38
51859,13
15586,30
54270,16
98719,15
25836,18
56884,15
10594,15
90112,13
16704,30
63644,15
74706,15
39588,30
84757,13
41700,15
64915,15
25822,15
78653,15
63288,39
43004,15
52023,15
70537,18
26159,15
88218,15
34705,15
16968,16
27466,21
51622,13
1502,38
11001,0
4901,13
70751,13
72302,13
6919,16
60472,13
44104,30
622,13
58770,39
86969,30
59132,13
76197,23
34529,15
14446,18
42250,38
67777,13
8111,37
3522,13
22231,13
52926,16
31554,15
57783,30
309,15
28217,16
81217,15
75827,18
96764,15
25361,15
39736,15
58240,13
82399,15
74253,18
88221,15
7529,15
63919,15
54379,13
2266,15
94279,18
8791,13
46164,16
81533,0
94968,15
73432,9
63010,15
81639,15
13660,15
77916,39
79396,18
41715,16
7542,13
33430,13
48787,6
64985,13
5366,39
29794,38
16694,15
91039,30
67791,15
74213,30
4792,30
34753,15
93015,18
17537,13
77409,13
81242,15
16107,15
76039,13
81571,15
79292,15
82833,18
60833,13
55684,13
33572,13
69264,13
31445,13
8200,0
15273,16
80302,13
70412,13
89635,18
23865,38
8608,15
14972,15
55307,15
98986,13
25714,10
14949,30
6352,30
8664,13
82401,18
90131,39
65163,30
2404,12
27594,37
582,18
89027,13
63557,15
12848,13
4471,15
92382,15
44062,15
3841,15
19855,15
11876,18
85171,39
94784,16
22238,13
22028,16
23997,15
15225,18
24932,18
84866,30
23330,16
8637,15
75210,15
31330,30
42164,35
88505,18
90573,15
22520,15
82837,15
41634,13
77872,15
57524,15
49145,13
68606,16
53722,15
26818,13
26527,39
3985,18
5688,18
44038,13
96613,0
97720,18
25403,15
38621,0
40619,18
38043,15
22541,16
53051,18
73388,13
18738,16
92650,15
100,10
84566,13
3829,16
67527,18
17105,15
49616,15
7042,13
58675,15
60029,18
50846,15
5348,18
48979,15
40182,13
49041,15
42095,15
66872,18
51786,13
95985,13
1741,15
88590,30
24727,39
87127,16
26090,5
43821,18
51312,30
67951,16
26578,39
99311,15
35865,15
42758,21
97519,15
70043,18
23377,30
28477,30
44987,15
22840,30
14212,15
37318,16
60865,16
8666,13
65096,30
49169,10
58452,15
90654,13
63746,38
34225,18
81561,13
87704,30
9837,18
6206,15
81910,39
73476,13
16466,13
56973,13
88700,15
24661,16
98565,15
19164,21
27113,30
48913,15
68016,12
59322,13
64458,13
48580,15
87702,15
47234,18
76961,30
73597,12
78807,30
9435,0
95379,30
27632,13
95179,15
51356,13
50546,15
84296,0
93818,13
55382,13
76072,15
3621,13
35021,6
16925,15
7995,18
80334,15
39193,15
27031,13
37144,30
88228,12
18231,30
95044,13
27364,16
88724,15
18689,30
60779,15
97676,13
21957,18
65504,18
93036,39
54050,15
15204,15
19475,30
64632,18
89377,13
2758,39
97994,18
63445,18
51271,16
69961,13
89989,13
58309,15
51661,18
95475,13
49197,16
73669,13
88242,15
4267,13
88240,12
73193,13
61224,13
87007,13
94497,18
41193,15
28524,15
61541,13
91779,15
96109,30
90035,16
81628,13
57495,13
19924,10
2110,15
238,30
62793,15
35741,13
45624,15
69240,16
25933,15
88435,39
28010,37
27690,37
71464,13
25702,30
84753,15
80556,16
88125,16
48891,15
37976,16
38253,16
2034,13
48632,12
73440,36
4419,15
644,16
27201,6
52180,16
34232,37
51886,13
49584,39
40693,0
99378,15
68478,15
37458,16
91903,16
29524,13
95560,13
83706,13
32414,16
5578,16
61471,33
60487,16
17944,21
49387,39
1697,15
65572,13
11772,15
10104,15
96467,15
47236,18
60906,15
23617,15
77395,16
66367,13
58396,13
37497,16
17024,16
19417,15
91165,15
24017,16
41470,15
2367,15
24045,13
9332,18
95935,15
34127,15
80649,15
64166,0
85218,13
81822,13
12584,13
28447,18
47823,18
97089,30
74466,13
7017,15
52836,23
26976,13
88472,15
166,30
44584,15
27705,18
47790,16
36122,15
70696,13
9523,30
38759,15
53385,13
53196,18
60959,39
63272,13
45451,15
31486,13
21107,16
61238,13
67181,13
29661,18
64861,39
91873,0
54832,15
31795,18
9170,15
9801,15
6137,15
70585,15
52986,30
40974,5
28560,15
70737,16
45469,18
39045,15
38632,18
40005,15
80926,30
7378,39
85168,13
22152,13
88073,30
68076,33
62544,0
76545,15
72655,13
50960,39
47340,15
51467,30
52921,13
15446,30
32446,15
31366,15
66545,13
6599,15
47377,15
80172,13
63063,15
13163,16
96102,15
29135,27
8184,15
22833,16
23556,0
98217,15
85472,15
19955,13
36736,15
39140,15
42221,15
9330,13
51065,15
19406,15
11985,13
48707,18
80165,15
13365,15
82389,15
70613,13
46227,30
92124,13
50723,39
51026,39
84603,18
37050,30
4852,18
83836,15
90643,15
19051,13
90280,18
61409,6
44944,13
23792,13
12049,15
26540,15
77322,15
33014,18
34501,15
20079,16
58637,13
97069,30
91251,30
28981,18
40003,16
17429,15
83593,15
47576,15
10184,29
99752,0
17628,21
36358,18
29536,16
39781,13
33465,18
28581,30
37190,13
95633,13
42239,38
42749,16
75241,21
6839,16
34813,18
69318,15
84053,15
37253,13
3417,16
63350,15
32436,18
30390,18
16942,30
46379,30
72465,13
74361,18
5766,16
86582,15
96460,15
87231,15
97982,15
7858,13
29919,30
91134,30
55333,15
28730,15
16589,16
38886,15
28814,15
51276,39
31094,15
8170,15
86510,13
6222,39
82943,15
69024,16
3226,30
2370,15
23376,30
83967,15
54066,15
92070,13
8949,39
86664,15
54491,13
9108,15
55985,15
36121,13
99713,37
73389,13
70961,13
6203,15
46549,30
52435,0
71693,23
81288,15
11690,18
75112,15
6062,13
86355,13
44277,30
2231,30
13818,18
87552,15
13301,39
10125,15
27555,15
16329,15
36657,15
69521,36
21427,12
33008,13
52711,39
60284,13
44904,16
99766,13
1966,39
90961,13
79140,16
57547,30
16434,15
56432,30
45473,18
93468,15
87341,15
16188,13
48394,15
26768,18
35423,30
6569,16
3672,15
34756,13
80735,15
58282,15
25341,18
91990,30
41135,39
45318,30
67482,13
27220,18
21648,13
99659,16
43345,18
70227,15
93637,13
77512,15
56034,30
29184,13
60489,15
39478,18
29828,15
97895,0
91487,16
21328,30
28075,18
40727,15
20545,30
56752,15
80897,18
60335,16
79252,13
33045,13
14088,15
12519,13
19209,15
71343,17
98675,15
78872,30
69722,15
75330,15
57696,15
42232,15
81601,15
84379,30
79890,13
91481,15
34023,15
36613,15
53639,21
68175,15
57061,16
19054,15
52910,39
27943,6
44515,30
23535,15
68245,13
43383,16
42070,15
52961,16
62142,18
63588,15
78289,18
54364,15
66509,18
38645,15
27688,13
83771,13
82567,13
97017,15
30937,18
77132,30
19998,16
32263,18
7172,12
4424,30
94018,30
32595,15
71238,13
58426,15
63583,18
12479,15
40154,39
55042,21
39576,18
14158,15
40340,13
60538,18
62145,13
29460,3
11420,18
9685,15
42470,16
82375,15
44761,16
42459,13
99037,13
24952,30
23326,21
43304,18
75308,15
36684,30
52195,13
95039,16
78928,18
81085,18
94035,13
19967,15
67655,16
35889,15
72698,38
87931,33
22227,13
24155,13
20740,15
15798,16
59268,18
79332,13
10407,15
80985,13
80775,15
3846,15
10319,15
36410,16
24422,15
67795,33
75076,16
37177,13
72324,15
90165,15
20243,13
4372,16
72114,30
66782,15
91950,13
48704,15
17424,18
67970,39
89623,18
72387,13
24616,0
14014,16
88338,15
91087,15
83434,13
80546,16
30900,13
39007,18
81687,15
68484,13
23756,39
70365,30
54543,0
89672,13
29920,15
22475,13
32868,15
40722,33
81984,15
86450,13
80791,15
37110,13
77651,15
67554,39
30313,30
45866,5
233,16
11111,15
54916,21
43823,30
4442,0
4740,15
59062,18
44236,15
41130,13
11881,30
9944,13
48922,15
62225,13
88245,15
65134,0
54327,15
31681,5
69418,30
17581,15
43955,15
66822,39
70302,13
37686,15
78234,15
18202,39
81848,13
11617,13
35707,15
18888,16
32667,18
50285,13
59314,13
11777,16
96957,18
89892,13
32295,15
1660,15
59907,30
9864,13
45103,18
64752,0
94375,13
96045,16
827,15
51852,0
66666,15
72896,30
30725,12
67203,13
9297,13
29506,15
72183,15
79484,18
70756,13
11973,16
98917,15
65039,16
6390,15
70708,29
21124,37
66125,18
73738,13
77157,30
85651,16
65275,13
29275,15
70317,18
6784,18
75014,36
55241,13
10323,21
94605,13
29287,15
2351,15
69839,30
72902,13
95195,15
76517,18
80793,15
77593,15
49737,15
68890,15
18212,15
7279,18
76987,23
77372,18
18007,30
9131,15
9760,15
93955,18
90676,18
77893,15
79774,15
64346,18
14739,18
99725,15
2727,18
26415,15
63138,18
71554,16
74509,15
73782,13
65651,13
87428,15
47255,13
37938,15
50743,0
64074,13
61402,15
76491,16
92570,15
62515,15
25737,13
72697,38
43217,0
96804,30
76422,15
73541,13
83348,39
90945,30
7790,13
80737,15
90113,30
42693,13
34466,15
93743,18
40165,37
52569,13
63033,18
98911,13
74386,13
17770,13
30555,15
81688,15
28904,37
95210,16
68247,13
56394,18
74333,18
96593,15
82530,18
78737,18
16507,15
34381,39
35380,16
76607,30
7914,13
30475,13
69615,13
49430,18
720,15
53632,15
48905,39
9645,16
32937,37
53860,18
79406,15
82164,15
51332,13
31640,30
30400,13
92777,30
70434,15
5492,30
13961,15
96964,13
77901,15
20327,13
25950,13
5158,37
12431,16
27635,18
3800,18
45837,18
61423,15
39072,30
52224,39
25558,18
27475,16
91435,15
46555,15
36872,15
1137,39
17314,13
64511,15
53152,15
47624,13
70804,15
30811,13
15086,16
76335,15
87165,13
63156,16
28094,18
23063,18
87707,13
21055,15
32115,13
53886,30
470,16
61700,13
34525,0
24509,30
61143,16
19958,15
79462,15
15335,15
11108,13
36560,21
83108,13
8618,30
29976,18
13682,15
64718,18
83115,15
67239,13
43668,13
69324,0
87580,18
26043,38
29688,15
28499,18
86981,39
74680,13
61343,18
99322,18
98008,13
1387,37
52238,13
56405,18
42589,15
25751,12
15051,13
92205,18
61854,13
8504,37
36433,12
21672,39
18489,16
25978,13
27166,37
12537,0
78528,18
84262,15
13040,30
12568,13
77876,38
79540,15
11620,39
58489,15
8860,30
92129,15
22365,13
57113,16
18080,13
17738,15
12153,30
12075,30
55618,13
81347,30
52481,18
60627,12
38540,16
58654,13
52440,18
4161,13
24876,39
38633,18
44819,12
30800,37
2281,13
69918,39
90783,18
19212,36
5991,15
11325,15
71159,15
17272,18
2816,30
67250,15
26147,30
51584,15
85001,16
97814,15
9874,18
26407,15
8924,18
11164,15
86385,15
20669,15
33955,13
98165,15
78640,15
3979,15
77456,15
43283,30
23202,18
62159,15
19272,15
73688,13
6684,15
37453,15
62891,13
78303,0
91526,15
1820,13
27495,39
33088,15
58730,15
76534,15
8367,18
98671,15
21532,13
2675,15
55111,18
3690,16
88468,18
45479,15
87193,30
76751,15
51811,15
96902,18
76926,18
95315,18
51322,16
21476,13
66424,23
50655,6
2230,13
58910,15
74534,0
85938,15
83331,15
69473,12
7618,30
45033,15
25786,18
30550,18
36088,37
58373,15
81550,13
13147,23
65585,13
25410,15
10864,15
33668,18
91711,13
29417,13
55383,15
31524,0
39944,15
53257,30
98060,13
40542,30
88524,18
26690,18
18903,15
488,15
59401,16
80197,35
33899,15
2759,39
36769,13
42833,15
18568,12
66725,13
18698,18
51586,30
58594,18
36247,30
91906,18
56631,16
80202,15
24534,15
17384,18
39094,16
24490,15
65697,23
55832,30
43015,13
49976,13
3503,13
71231,13
46926,15
94258,13
90925,30
51446,13
52662,13
64681,18
54785,15
85681,15
39085,39
11139,18
76378,13
43024,13
15928,15
18238,15
87141,15
83390,12
86822,15
62612,16
63307,16
12408,18
24610,15
3174,13
12417,15
61525,13
42980,13
52864,16
44448,39
62063,15
50340,16
71425,15
7481,15
55936,15
99647,15
20445,15
54189,13
23494,13
12838,13
25203,30
82808,15
39749,13
1211,30
78253,5
31490,38
52730,15
75251,0
55821,18
75785,18
69314,16
94053,16
64066,13
6780,18
34953,15
79880,16
74744,15
22371,37
36878,16
81134,13
