,labels
63237,18
95450,16
47123,30
83693,30
43674,18
63807,15
86076,13
56741,13
12856,39
86279,30
20176,16
80179,18
81186,33
67417,13
51480,13
52786,18
61176,15
75257,13
95497,18
48090,16
27389,16
3369,15
44646,13
42295,15
1672,15
39796,13
18974,13
95058,18
45620,13
6439,15
71173,13
19695,13
21317,13
20260,18
98232,15
30884,13
13195,30
76262,13
58587,5
27626,30
18848,15
48167,13
62684,15
52900,16
35956,15
13669,30
90422,39
6513,13
96973,37
11800,18
14189,18
26724,15
42627,18
29345,13
70875,30
20468,15
86799,15
93301,13
11676,13
83895,15
53376,13
97567,13
49332,15
99383,13
85431,15
36482,18
7653,15
20628,15
36075,13
74250,18
96509,13
8719,16
10560,29
96529,15
92240,30
32160,13
82252,15
97944,15
8651,37
20266,30
98612,15
28489,13
27771,18
2704,18
77605,15
73792,13
57090,30
54708,13
56299,10
37843,39
22944,15
55168,16
26522,30
96522,15
78871,15
49121,13
39528,15
53477,18
7568,15
3600,13
35353,13
55913,15
97642,13
39248,16
35340,21
51034,15
63665,30
92717,15
78106,15
65825,30
4177,16
9282,13
13888,15
37057,15
55631,15
22216,13
46390,30
47003,18
11732,15
61356,12
75971,15
71883,18
82947,13
31134,16
2744,15
5427,16
34724,15
27768,38
45774,18
6411,15
8360,15
96247,18
57359,16
5189,37
21432,30
71195,13
81479,0
10250,18
60092,15
38709,15
83399,15
65916,18
42641,16
90476,18
74516,13
5585,16
84810,30
79732,15
83057,15
29669,18
71163,13
19027,15
58606,13
40455,13
78096,30
7035,30
68460,16
6394,15
68491,18
66202,13
86082,15
55703,0
96972,30
25190,30
81886,16
96463,15
59816,16
248,15
20256,15
8829,15
20671,15
67026,8
69784,39
2966,30
88183,15
9317,21
5305,13
98997,21
66805,18
64023,12
9658,16
31459,15
36405,18
80341,18
31665,18
92934,18
29144,30
24055,13
27953,18
87387,13
36582,15
17099,15
18379,15
29700,15
99017,15
46337,30
4962,18
56885,15
10626,8
93225,12
82707,15
56792,15
92298,13
57189,13
89288,13
6892,16
92590,30
25591,30
18106,18
56098,13
66597,13
37626,38
72165,18
74840,13
84073,16
49506,15
43049,15
72978,13
32023,21
53784,15
36581,13
85452,21
86940,15
21692,15
57502,15
15783,15
60985,13
79305,18
82105,15
1652,15
14466,16
57588,15
22146,13
27984,16
62567,13
75642,18
45356,13
3903,15
22326,15
48950,15
93506,18
80073,15
2366,15
3785,15
61593,13
92230,15
12119,16
40230,39
82205,12
32974,15
66604,12
47029,18
32998,37
53302,16
98502,15
68081,15
59152,0
55453,13
94371,13
91332,15
12174,16
69320,0
42257,38
32775,15
8825,18
99435,15
1526,23
76469,15
3604,16
61633,13
79017,13
40707,16
66502,13
44797,15
85078,15
14453,15
17468,15
97723,15
87753,13
57621,30
35499,15
5563,30
42698,30
94369,16
85057,13
95420,13
54174,39
96487,39
26490,30
58966,13
55545,30
27869,18
65174,13
72876,18
64812,13
45280,13
95013,15
49258,15
93165,13
79601,39
30951,18
11238,15
5010,15
7576,15
79131,15
28140,13
96181,16
88917,15
28698,18
28825,39
21319,13
49902,30
14539,18
74621,13
90590,15
82923,15
7728,39
33089,13
79911,13
90208,18
85695,15
53332,18
42896,18
48109,30
53700,16
36941,15
75973,15
68842,39
12294,18
2294,30
65030,13
37906,15
10971,16
52934,30
45827,18
82978,15
44405,16
17672,18
68009,13
62503,15
10748,15
61052,18
50689,13
41036,33
36024,30
9712,15
60512,13
91125,12
31282,16
68760,13
70056,15
68602,16
68999,18
36321,18
97462,15
32130,15
16585,16
31948,15
15376,15
16080,18
61943,18
40100,15
80512,13
87919,15
12973,16
67422,13
93862,30
9782,18
22512,16
81774,15
36695,27
40641,33
50725,15
54302,15
77246,30
60825,13
77275,15
78886,18
65767,13
48980,15
49031,15
3674,16
61601,13
93930,15
30164,15
46662,16
39943,13
40934,18
15065,13
76782,30
18750,13
61200,13
90677,15
11093,18
42853,30
72932,0
10103,37
38379,18
79220,16
12924,15
46312,13
56417,18
3317,15
26545,21
59245,13
2994,30
72942,18
53693,30
5888,39
61219,15
82822,15
46716,30
65258,18
77313,13
13558,15
67748,15
73010,18
59350,15
86588,15
29134,30
98696,18
26195,18
23176,30
40652,16
70735,15
30691,13
36423,15
97764,15
28483,18
57971,13
50359,16
95848,15
55905,18
35492,16
92599,15
55423,15
75405,15
49863,18
72368,13
17892,13
63844,18
96057,18
30518,15
8244,13
98834,39
20067,38
83663,15
91545,5
77505,15
59642,15
74479,16
86196,15
39733,15
93359,15
44170,18
65936,18
56704,13
42548,13
1336,13
71439,15
36159,13
82442,30
36073,13
10810,21
49093,13
27154,16
54469,13
21802,16
41484,15
13489,13
77906,16
7951,15
12567,18
66929,8
88521,18
76254,15
25056,16
49859,15
35075,13
45565,18
87503,18
18709,18
91456,30
64663,13
39709,15
76096,13
63213,15
51317,30
32917,37
29149,23
12732,16
24593,37
92424,30
22636,21
42063,33
62719,15
15027,13
62453,18
51033,15
2714,15
68747,13
66925,27
50181,10
56730,30
26372,13
21522,15
69865,13
82350,18
89736,30
49515,10
72645,16
28151,39
62321,15
73000,13
24554,39
6966,18
59985,39
9066,13
12456,6
43523,13
64830,30
27386,30
47388,18
5756,15
17810,13
98113,30
73292,15
78650,13
57549,15
88088,15
53466,13
26887,15
81300,15
24440,18
2039,15
19501,21
49916,10
11252,29
77389,13
14183,18
70224,15
11650,13
72498,13
17405,15
98346,20
6139,30
92913,15
64016,15
68981,39
52318,15
71504,15
24024,15
57550,33
35333,21
71281,13
79616,15
81778,15
39161,15
74433,13
78371,15
42362,15
70805,13
47053,15
45786,13
50541,30
60742,6
82029,13
87226,30
69963,15
65667,18
89774,13
14815,15
3553,18
28944,18
87941,13
71228,13
43896,15
55330,13
96728,15
35995,12
65468,13
84068,15
68590,13
9033,30
91666,15
62382,18
62558,18
72496,13
92296,16
97826,13
59480,5
46107,13
18614,21
27013,15
29049,13
22602,16
84602,18
4873,15
21261,6
86055,39
11916,18
67789,18
86269,13
74647,13
18040,15
75713,15
67915,13
82995,15
42422,29
56439,16
80931,16
1827,15
83441,18
92351,16
23148,18
710,0
1401,13
19400,30
74573,30
98884,18
77734,15
17501,38
64649,30
57355,38
2753,18
94545,15
82354,15
12916,13
85915,15
19341,16
38941,15
88799,13
93644,15
56105,18
41508,16
33035,13
60192,15
29285,15
55087,13
41590,18
34616,18
33182,15
77506,15
92248,15
95951,15
90964,15
54585,18
46335,16
64627,15
99258,13
96198,18
1952,39
76825,13
61035,21
68105,30
65427,15
95849,16
13585,15
71894,30
70086,30
88134,13
7715,30
65066,13
18123,13
45878,15
79096,15
30085,15
90056,15
7358,39
12375,13
19244,15
81216,15
76157,13
32,15
89073,13
7219,15
45435,18
52978,36
98376,13
65235,13
89151,13
65420,13
83929,15
23854,30
34103,18
84622,12
37391,15
99188,13
34315,37
65567,18
29267,15
91353,18
45955,30
80248,13
92216,18
95482,30
35656,15
52424,18
34214,16
11305,15
90032,15
70374,39
10190,15
64116,15
78354,13
56372,29
51275,39
30413,31
58660,13
75978,13
50286,10
17678,18
9779,30
93382,16
40644,18
64570,15
92315,18
79545,39
38231,16
2094,18
13683,15
4369,16
23559,18
14551,15
16592,18
48877,16
48310,18
55551,13
32474,15
17166,13
84088,15
37895,13
83297,18
41767,13
27309,21
71755,7
47924,15
25985,13
58006,15
29094,15
91642,30
91286,13
71357,13
71407,17
25793,16
89312,13
11156,15
9973,18
5529,15
81547,13
30947,16
67367,23
43903,15
70402,13
67199,15
86990,13
4157,18
31997,15
23455,15
34026,30
50677,18
45371,13
16338,18
9280,15
30748,15
30629,18
19621,16
26503,15
31751,18
4173,16
26733,37
43680,15
51863,13
60594,15
1014,15
9520,39
72552,13
39290,13
63703,15
57139,15
99726,18
43602,16
89392,15
94083,15
72211,15
75595,18
11407,30
94479,13
31726,15
49752,16
36048,6
14413,18
654,30
29446,16
6234,16
49844,39
6520,16
78181,15
77991,15
79175,15
22837,18
82981,0
84033,30
44692,16
38299,30
9162,13
71038,13
50980,0
37327,21
88726,13
11964,18
43139,13
47976,13
78694,15
39316,37
46089,13
45443,30
89414,15
74033,39
16906,30
59168,15
65475,13
52635,18
68019,18
81958,18
77966,15
15366,15
72596,30
96526,0
54263,15
41661,30
11300,30
30042,13
45165,16
93175,16
32985,13
5812,30
39232,37
58479,39
66923,15
14692,15
63959,18
22951,15
74710,18
32426,0
74921,18
55299,15
39453,13
64440,13
1549,15
54907,16
50804,13
60448,13
8387,15
79597,15
34895,15
61762,13
5604,15
63558,15
76775,15
61970,13
44444,39
54147,15
30649,15
25074,16
5864,39
57601,30
83667,15
54457,15
34278,15
24765,13
17347,15
37150,15
34772,13
51772,13
76440,15
78340,15
56668,13
64259,15
89589,18
85770,15
31705,30
96388,13
17621,21
65023,30
27015,18
9303,15
29072,23
14773,15
39122,15
43328,13
92749,15
36799,15
47464,39
65877,13
84600,15
39954,13
11954,18
81655,15
69699,13
64937,21
85861,21
68289,13
81478,13
93561,15
30425,16
63125,13
24804,16
75136,39
44235,18
25934,15
15500,16
45375,30
1585,18
51664,13
38777,18
9370,0
52304,18
5398,13
62531,13
49367,15
78195,15
18687,15
17144,16
40985,15
37303,0
44601,15
29747,16
34352,18
60032,18
17201,18
27799,13
4551,15
65965,15
5315,15
42413,13
8449,16
64345,18
11683,13
32746,37
84143,30
70572,30
66356,13
81660,5
86248,30
53917,13
80354,21
30893,13
25263,15
64952,18
98534,30
98615,30
53474,18
31481,18
36913,15
40672,13
33437,15
85298,13
84026,15
91860,30
32849,13
66635,15
44526,16
43253,15
98647,15
23660,30
87926,15
48250,18
41633,39
83118,15
91643,15
95608,15
98994,15
72589,30
37140,13
97303,13
32639,15
21959,37
10210,15
60346,30
65304,39
95652,15
72299,13
41768,13
85841,15
26998,18
85542,13
33039,13
96,39
24113,18
10179,15
94274,18
85824,16
29070,30
39339,15
71367,15
88581,15
98319,15
39213,30
36861,16
87139,15
33324,15
6810,13
23584,18
88016,13
61181,15
1346,39
24628,15
5571,30
47144,30
48425,18
95656,18
97318,15
82769,38
12668,15
79747,13
74120,18
88548,15
18957,18
43540,15
91129,18
21358,30
69060,15
672,15
58748,38
48259,18
97408,15
64148,18
87374,15
88856,15
37956,13
29813,18
94363,30
16516,16
65860,30
28086,15
99844,15
62743,18
57602,15
39311,37
39322,16
14958,16
55269,16
91962,18
65837,13
24243,13
21342,30
58539,13
35900,30
98044,15
47560,18
39443,13
61946,15
54331,15
92613,13
52484,16
46327,30
76662,13
61061,13
63662,15
11981,13
92875,13
72031,13
8066,13
63047,13
73131,39
15635,15
57390,18
88458,15
54894,13
91344,30
32614,30
59059,18
72212,15
35319,13
35716,15
80587,13
57311,15
75819,15
59701,18
85300,15
90200,15
55471,15
28263,30
69384,15
93891,15
89751,13
88905,15
39157,15
34445,15
36833,30
25686,13
16557,15
39390,18
95693,15
98975,15
84541,15
85632,18
11949,38
52549,18
45550,37
56199,15
43786,30
38964,15
24296,18
41254,39
51304,13
97382,30
3736,30
71297,15
84940,15
68064,18
64959,13
27421,13
45468,16
2024,15
48915,18
73893,8
81833,15
58155,15
28428,13
57383,15
90211,30
73989,16
15565,15
72209,30
19056,18
99868,15
44654,13
22522,15
95361,13
22776,30
50540,38
80362,39
2634,15
82500,15
66520,13
81535,30
41191,13
88265,15
4154,13
43428,0
79381,30
69685,15
10289,15
12900,37
57541,13
3643,38
31933,18
18293,10
34611,16
20083,39
43548,15
17697,30
67291,16
2544,15
83875,13
26824,15
34163,18
92805,15
89182,18
96307,30
72719,15
25348,30
17173,15
21079,18
93526,15
5477,15
85138,15
53380,18
46237,13
78959,15
17749,30
13168,16
96276,16
58683,30
44134,13
80799,13
32377,15
6840,15
7884,13
80524,15
38127,18
21544,18
65327,23
97280,13
8124,16
95690,13
28293,30
88169,15
26258,30
42021,15
80876,13
8738,33
61807,33
21788,13
68067,21
71655,13
51292,13
79328,21
9872,15
98923,13
99333,15
54900,15
39385,13
92233,15
9338,15
5153,15
90506,13
30776,16
47882,0
84847,15
23250,18
10108,37
65242,13
25747,30
16496,30
73710,13
62438,39
28620,30
65590,18
67296,30
5245,16
93908,13
72924,21
46529,16
61870,13
17545,15
25594,13
66385,13
69802,39
5892,13
60913,30
66767,13
21777,13
24917,18
74941,13
3529,39
27592,13
8312,15
34758,13
41945,15
37611,23
14347,15
98992,15
79867,15
800,30
37004,18
59307,15
64310,15
44558,39
83078,18
37863,16
55148,39
16809,15
43723,13
20500,30
4707,15
95431,15
34313,18
96010,13
84836,15
50670,15
95402,16
63739,13
24092,37
899,6
83048,18
74847,13
89341,15
61093,15
71208,36
39407,30
5205,16
94804,15
94674,15
57906,30
22777,13
54247,15
23509,15
61426,39
51861,13
90310,18
75698,0
73510,13
23503,15
55310,13
89142,15
46264,15
23710,18
58267,30
25016,15
66585,13
43254,18
75907,13
25360,16
73554,15
89697,15
34,15
97698,30
39067,18
17633,16
24783,30
49678,18
58738,13
19850,30
55706,15
87613,13
34585,13
6923,15
48375,15
27915,8
82857,18
68117,18
99503,18
4743,38
20015,30
26937,37
97175,15
71575,39
95886,13
73377,15
74596,13
53403,18
627,13
24307,18
48717,15
95579,13
32355,15
64977,13
28227,38
14714,15
45863,16
92277,30
2272,13
9113,13
244,15
60104,15
14900,18
41158,30
37947,13
38952,29
77671,15
8130,39
69199,13
28781,39
17904,13
47102,16
59000,13
88586,39
65904,0
17793,16
26377,18
34050,13
15041,13
23163,18
32799,0
30905,13
3577,13
33031,15
75920,30
86252,13
37359,30
94562,15
99150,15
9118,39
17160,15
86545,13
82736,18
65611,18
61721,9
52732,13
39107,13
39223,37
918,16
7573,15
62752,15
86394,13
55682,15
7907,13
12276,13
4623,16
69686,39
67068,15
43132,13
15884,30
922,30
29959,30
40362,15
78521,13
56697,30
92168,13
91256,13
75882,16
60987,16
10457,18
53957,30
26235,15
44219,18
17833,18
16217,30
72682,13
54,18
79692,15
14148,15
47344,15
79290,15
77452,15
53512,10
81541,13
52183,39
45325,16
13911,39
57165,15
83342,13
70202,29
43520,30
51805,13
52005,15
57934,16
88058,15
38174,15
54524,15
98629,30
89930,13
81293,13
83397,30
78782,18
68347,30
81918,15
35201,15
70108,36
78971,15
25548,16
11403,0
3546,30
23101,30
352,13
45222,37
96160,39
68178,13
6902,15
12719,18
86585,18
88793,15
14008,18
41342,13
60258,15
21608,13
29336,18
29390,15
56755,15
25157,0
57388,18
50855,13
87752,13
25886,16
32479,15
51908,16
99557,16
52416,18
93558,18
58356,13
19503,21
97878,16
30194,23
7368,15
65251,30
21881,30
47810,15
13442,15
91848,18
35,18
87723,30
73491,13
44878,13
40565,6
31916,18
68459,13
49807,18
31937,18
46411,30
56524,15
70023,13
48449,13
95038,15
48446,18
8656,15
79411,15
1612,13
9191,13
20918,13
33648,18
75025,15
76441,18
8739,33
4285,15
1284,13
85338,30
64301,12
78042,13
79373,18
38578,30
41275,13
57266,18
65943,13
28882,15
27050,15
71346,13
19796,21
22494,15
78574,18
84856,13
68500,30
23372,16
73335,18
63072,13
49285,15
56904,15
36282,16
55101,15
79345,13
61064,13
38333,15
18177,15
31797,18
80330,39
69776,18
1297,30
32405,16
59832,18
36184,15
72487,13
34707,15
30121,15
69051,30
25305,30
15537,15
35990,13
16121,15
29362,37
3107,30
58619,18
896,15
69843,30
6051,39
26279,39
22155,13
96569,15
69076,15
16651,13
33663,16
4917,13
55344,13
5204,15
11704,15
54611,13
1306,13
34669,30
88213,15
37997,15
33703,16
51949,6
8799,15
38068,15
83189,15
8236,15
4210,15
32865,30
14839,30
16310,16
26380,13
37864,30
9978,16
58949,13
11653,13
32246,30
99380,15
54097,21
58001,13
33630,15
22221,13
36,39
46844,39
87821,15
37313,16
23089,13
62576,18
18638,30
13502,18
38548,13
2009,15
20017,13
49543,18
91080,15
76192,18
67920,13
29615,16
73396,18
35173,16
30808,13
38987,13
335,18
95218,15
10034,15
72118,13
4538,16
8259,15
43413,18
92174,15
96130,30
84908,15
83984,18
13337,13
47927,13
43140,15
41383,13
19926,15
66887,13
53170,13
58482,39
63351,15
71792,15
3827,30
76884,13
80263,15
9929,13
66493,30
41792,15
25169,13
6614,15
54613,13
71247,18
35743,30
14873,15
75945,15
55850,15
20633,13
55315,13
56606,15
79809,15
20001,15
4943,13
50314,18
42689,30
31249,21
39771,13
83122,15
22163,13
68235,15
80930,16
88757,13
3745,18
79702,15
2329,15
39647,18
66001,13
93555,15
20964,15
18448,18
14055,27
63052,13
94459,15
85414,16
42807,18
1479,15
86112,15
29227,18
34892,30
40102,13
78281,39
33138,16
69731,36
68802,15
90016,15
29331,15
24764,18
3375,6
89086,13
39069,13
40403,15
63018,16
72812,13
73496,13
86094,15
61267,15
87909,15
85978,18
42248,15
72585,30
21767,15
1874,15
50339,30
70770,13
47521,15
98052,15
78786,16
38682,15
68297,13
71092,13
13192,30
38867,39
62566,13
40737,15
1997,39
3043,15
88007,13
32083,18
46779,15
83481,15
5583,15
8890,15
27988,15
18,15
11274,30
87272,13
74945,15
77207,13
89828,15
49363,13
26322,13
26449,39
22299,18
95796,13
99580,30
31527,0
48750,15
82762,15
45761,30
26251,37
34893,15
15341,15
80907,39
9818,15
89387,16
6054,15
42364,13
17467,13
7877,16
84556,15
94142,15
27716,30
49393,16
64167,0
48029,37
33886,13
44137,21
9667,13
85939,15
16513,18
92754,15
70457,8
46309,15
68579,30
94300,18
75647,15
14326,30
28277,13
10549,18
54012,15
1978,15
53529,15
25394,15
96539,18
70376,15
2776,15
77522,30
5108,30
82295,12
33566,30
62295,15
59077,15
15750,13
97748,13
76974,15
42549,13
97628,13
57144,18
67619,39
11850,15
97385,18
67060,18
49409,15
71992,13
93375,18
12235,30
38961,15
52546,15
84402,13
6121,30
60063,39
20040,18
33895,18
50030,18
53046,18
22707,15
10561,37
25229,13
82438,13
68433,15
58410,15
85430,30
13320,15
54342,18
85874,15
90523,13
9962,18
51348,18
86728,15
66456,15
23081,13
26000,18
14636,16
35847,13
93178,13
58661,18
99101,15
21928,13
49338,18
71318,15
94976,30
20527,15
44028,18
75934,18
95395,13
54040,13
81840,13
3137,15
55133,39
84790,15
3386,16
39298,15
90861,15
70211,13
64071,15
79116,30
1548,18
3930,16
90477,37
95335,15
50914,15
81632,15
94821,18
14078,15
1062,15
23955,37
19557,15
62681,16
61499,15
37196,30
59662,18
49289,15
36565,15
32651,13
91418,15
67323,13
97978,21
70506,13
47779,15
91386,15
66755,18
17983,15
96921,13
93328,15
97324,15
20667,30
58505,13
51051,15
58317,39
61125,30
53898,6
89723,13
26222,18
67740,15
23623,13
84635,15
41129,13
73040,13
88616,15
73837,13
24573,18
1523,16
34963,15
90339,18
58831,15
56312,39
70774,39
91901,15
95842,13
28727,0
20674,10
18582,16
47245,13
40268,30
31803,29
60600,18
24346,18
92001,18
14422,37
16255,21
4239,39
35320,15
5448,18
30775,18
84397,13
97539,18
48789,16
34237,18
38732,15
73437,38
25652,0
10898,13
18439,15
20483,15
53464,13
91721,13
58904,13
67331,13
12340,30
95709,15
80596,13
43122,15
12338,15
39689,15
60239,13
79832,30
4510,18
77384,15
10364,15
93129,16
22418,16
2797,15
1624,18
36959,30
88132,16
23880,30
97827,15
30906,13
51015,15
78590,18
2123,15
34166,15
26344,13
28249,30
14383,15
28487,15
65556,30
75008,30
4441,0
17665,15
36129,13
11530,15
58621,18
98720,15
42060,15
10917,18
97514,13
11567,15
75687,15
59920,18
43244,15
30930,21
79184,15
10935,13
19826,16
56882,15
34367,30
43161,15
80016,21
96040,15
57527,15
51047,30
86438,13
5992,15
27490,39
38479,15
54188,13
81091,13
4222,18
36689,15
68849,13
12025,18
13621,15
11917,18
84799,18
32960,37
20940,15
82191,18
55098,15
71908,13
94969,30
72385,13
81962,30
73237,15
15360,15
16158,30
48910,15
25946,13
30174,39
96791,13
28139,30
12343,15
51134,15
33228,15
48693,30
19859,15
40571,13
76859,36
19723,15
30128,16
85699,15
73392,13
82081,15
40114,13
54363,13
28215,38
5893,13
61531,13
16895,23
13951,13
35830,15
56681,30
45449,15
72233,18
51037,13
34746,15
49671,30
28017,18
43505,15
13417,18
69196,18
83666,16
49447,18
35107,18
38473,15
21697,15
2851,30
42869,30
86171,15
66901,15
85410,15
73155,13
10699,39
21616,13
28883,13
58116,18
45603,13
1396,30
53108,21
12616,15
71710,13
45453,30
22197,15
41145,13
42526,13
8763,30
34281,18
31745,13
12254,15
23989,13
23850,30
64521,30
52021,37
14586,15
3020,15
11541,15
40503,30
34100,15
9495,13
57073,15
50691,16
86771,33
43881,16
12346,10
42402,13
99818,15
99201,13
13863,13
77812,18
81355,30
45139,15
29974,33
99805,18
3250,18
76856,15
17420,38
26608,13
35908,30
94861,16
93059,30
86775,13
82230,15
44643,18
6880,13
25135,13
27288,15
22448,15
8819,18
11991,13
58789,15
5543,30
92306,30
53308,15
16145,15
41793,16
51267,30
57057,13
90570,30
199,16
83954,13
94520,15
21163,16
56922,10
16119,16
4429,16
66153,15
9020,13
4148,13
46109,16
69100,15
23896,13
67257,13
59899,16
77549,15
46762,39
5269,15
70089,29
94970,10
54373,13
68703,30
62957,39
77832,15
63040,13
84703,13
72049,30
40380,13
39461,30
56186,30
57846,39
52567,13
87780,15
89395,15
67903,15
81451,18
42653,13
37534,13
93033,15
87950,15
7415,15
98851,15
53796,16
84209,16
53745,6
81064,15
48869,16
23158,37
31616,15
57465,30
36573,30
7488,15
32912,13
33107,13
31783,15
16973,13
98445,18
59424,18
62179,13
33503,10
9684,13
72367,13
39234,39
37986,15
89172,15
46168,30
72380,13
84401,13
79956,15
18863,15
46446,30
6428,13
33964,13
43291,15
52606,15
51250,30
82231,18
1595,18
71968,13
41195,15
52334,30
91845,18
55255,38
61185,13
69382,15
55489,21
22325,15
95655,39
66885,8
13983,18
32741,30
23722,13
2398,15
19147,5
61441,0
17600,15
53837,18
17478,18
19807,15
1535,15
35877,15
16681,16
34283,15
94542,13
89936,15
57578,18
50424,18
3414,16
48903,39
89880,16
70072,30
47514,18
62328,13
95713,30
60632,6
33865,15
24394,3
44269,15
85428,13
23862,30
80349,13
1195,13
99012,15
2022,39
1459,15
30721,6
28874,15
74162,15
25829,21
39041,16
1225,16
60748,18
71616,18
25987,13
91580,30
17625,18
12984,15
84310,15
9741,16
62954,39
64643,18
35965,18
18026,38
85321,13
55327,13
25113,13
53394,18
37068,30
41435,13
18921,30
74117,13
25479,13
85634,15
85242,30
19250,15
19922,13
95449,13
81745,15
73466,15
88165,15
63763,36
6775,18
44927,15
99086,15
40249,15
55740,13
47762,30
87722,39
94749,15
85108,15
2010,15
65200,39
69657,15
9898,15
25518,15
49138,15
6386,30
39013,15
28044,15
19823,13
86670,15
10587,15
44770,13
72654,18
46302,15
79925,15
81030,15
53786,39
11969,30
15165,16
47853,39
6685,15
61178,30
77875,12
39747,15
48089,15
42005,13
28090,13
15816,15
32287,15
21009,18
11631,39
41824,30
3420,15
29042,18
33201,15
54419,13
13033,39
25486,16
35845,15
79619,18
50775,21
81997,30
89743,18
60301,30
57608,16
43845,30
43372,30
9259,15
1020,13
94135,13
43481,13
99233,15
72672,30
48212,13
11496,15
66158,13
85339,15
57006,18
15781,30
33637,30
3705,18
22085,37
47975,13
43289,16
99997,13
38686,13
63183,13
38022,35
17355,15
65685,15
12831,15
60234,16
10321,18
48662,18
59601,30
62029,13
26141,30
47928,13
34124,15
18351,15
76129,8
56943,30
89353,15
57178,16
17258,39
37292,16
80143,15
1424,15
63418,18
34193,33
76888,5
61691,15
28233,38
88381,15
59049,18
46060,15
36747,12
6299,15
15557,15
10598,15
59025,18
43489,18
65884,18
53524,13
59533,13
46972,15
9612,16
72806,39
19172,23
49962,13
77744,16
8467,13
64620,18
69817,39
42561,13
99886,15
28220,16
93022,21
747,6
69263,39
68806,15
76430,16
67439,13
18494,15
57110,15
70131,36
65042,13
70561,30
15596,13
62588,39
723,15
44129,15
90295,15
29103,30
16861,39
97189,13
88424,15
73284,0
66748,15
33988,36
92203,15
47181,13
33375,10
59265,30
46367,13
33489,30
79010,39
33335,15
76829,15
73467,13
37918,15
3822,15
72692,3
31941,18
11967,38
26095,13
58636,18
48890,15
52464,18
8645,30
87521,0
17707,16
44147,16
88124,13
29240,18
63457,15
97023,15
1093,18
99492,18
11687,13
59262,15
54791,15
1486,15
20764,0
6140,16
35298,15
19145,18
70949,30
58239,15
79700,13
32110,10
57138,13
71943,18
96273,15
28562,5
6540,18
76763,15
64605,0
38443,13
87476,15
2107,15
88715,15
33696,39
1578,15
2146,13
70128,18
30755,13
98360,21
30465,13
43273,15
64274,0
62788,13
26541,16
88780,15
90117,18
68119,13
27478,30
20430,15
9221,37
35976,15
98122,16
41956,15
88935,13
76731,18
51991,13
24740,37
21997,13
34104,18
14651,16
75795,15
72796,13
50903,13
93831,13
46405,15
46127,30
98852,18
54426,16
71337,13
98549,13
27198,30
50263,16
85216,15
42730,30
6202,18
22739,30
24403,15
28525,13
7044,15
91741,13
85136,13
84211,15
49220,30
10992,15
19558,30
44843,15
14450,15
57688,30
91226,15
85573,18
77114,15
808,30
45842,16
37652,15
46338,39
46507,30
95954,15
9562,10
35495,16
9137,15
25496,18
65131,0
46583,15
12868,15
14605,16
48589,15
68963,13
99370,13
72129,18
98422,15
75613,37
12178,30
84504,15
9439,13
86290,15
10102,15
2901,30
54923,16
5009,30
29864,30
40368,13
25679,15
17491,18
97357,5
59695,13
68074,13
32296,13
98427,30
32278,15
19592,13
92904,18
95040,18
69972,15
37010,15
5357,16
90828,15
68349,30
60490,15
65453,33
5936,16
69838,30
93592,15
46401,0
8768,30
82099,13
45532,30
24758,18
84087,15
84001,15
12442,39
3919,18
20488,30
83284,15
77630,15
59097,15
5055,15
9784,18
61037,15
77065,13
61954,39
24260,18
96517,15
10050,18
43663,30
26809,16
41776,15
65411,13
13428,39
75383,15
39744,15
47517,18
80794,13
50802,21
88908,39
38587,15
24441,15
55161,18
88409,21
59217,13
65996,13
31256,21
78261,30
40685,18
51145,21
91623,13
10887,18
820,30
12758,39
79282,13
23936,13
2580,15
67807,15
80080,39
40321,15
9278,13
66375,13
45869,15
70145,13
19253,36
43068,18
24174,30
30472,15
27660,15
50851,13
6550,18
87836,18
90668,16
44808,13
84578,15
25542,18
53266,30
44532,18
12048,15
68714,16
77352,15
77464,18
45968,18
44734,18
49536,15
41984,37
34085,18
15413,15
76717,13
60095,15
40558,18
21354,30
20612,15
14583,15
71129,15
75293,15
1900,18
2365,18
66364,15
12682,15
9879,16
26049,16
65000,18
25260,15
81722,15
80185,21
88045,13
90397,15
97183,15
84670,15
31918,13
44594,15
51378,13
98137,15
7533,15
99763,15
57204,18
11574,37
77762,15
33681,18
10244,18
90845,15
9238,15
23303,30
72381,30
44426,13
29822,15
2919,15
46208,15
29432,15
40884,15
43116,15
19939,15
54010,30
48995,15
42054,12
56987,13
99885,36
91636,15
96031,30
21711,18
69049,16
58441,15
96084,13
47421,18
99686,18
97314,13
18784,13
65017,16
5786,13
42531,13
27992,18
15416,30
37777,15
4451,15
3816,16
70442,15
81044,15
66261,15
87294,29
57775,38
8633,18
48247,29
16284,13
67804,30
75222,16
66043,13
97568,13
54951,18
85780,18
87803,18
47159,30
54006,0
4879,18
91232,15
69617,13
51867,30
32012,21
79311,30
12724,15
79823,13
51005,18
13270,13
68654,13
47272,11
71219,13
69698,15
51891,23
53441,13
56476,21
94931,13
67403,13
17539,15
23759,18
86302,15
84434,15
91265,15
50627,16
93918,15
47658,18
1117,30
218,30
13648,15
13185,30
51481,13
27886,30
94094,15
45973,13
7837,15
62231,18
67437,15
45214,8
80568,13
3970,15
27407,18
70054,18
60888,30
12487,18
81,30
36612,39
54809,18
40561,30
24728,39
62600,30
64910,15
52997,13
19618,13
5248,13
6073,15
80527,30
62095,13
35308,13
